"id","entity_creation_timestamp","name","location","banner","category","logo","description","street","housenumber","postalcode","opening_hours_monday","opening_hours_tuesday","opening_hours_wednesday","opening_hours_thursday","opening_hours_friday","opening_hours_saturday","opening_hours_sunday","phone_contact","website_link","instagram_link","facebook_link","images","menu","price_range","entity_jobs"
311,"2024-04-25T16:55:04.858Z","Koppensteiner, Kessler and Friedrich OHG","Wolfurt","3447c278-ac1d-4fec-a651-1fe81e152902","[""hotel""]",,"Besuchen Sie unser Hotel Koppensteiner, Kessler and Friedrich OHG in Bludenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Konstantin-Reinthaler-Platz","29","6800","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
312,"2024-04-25T16:55:04.974Z","Trinkl, Gattringer and Lederer GmbH","Lauterach","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Trinkl, Gattringer and Lederer GmbH in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Grabnergasse","16","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
313,"2024-04-25T16:55:05.016Z","Klaus-Böhler KG","Dornbirn","823ce116-13ad-45ed-882a-f517ea1f88b7","[""company""]",,"Besuchen Sie unser Company Klaus-Böhler KG in Hard. Wir bieten eine Vielzahl von Dienstleistungen an.","Kristian-Rauch-Platz","9","6850","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
314,"2024-04-25T16:55:05.052Z","Stockhammer, Hinteregger and Wallner GmbH","Wolfurt","7d44b764-b629-4569-92a6-3a6fdd342fb0","[""accommodation""]",,"Besuchen Sie unser Accommodation Stockhammer, Hinteregger and Wallner GmbH in Lauterach. Wir bieten eine Vielzahl von Dienstleistungen an.","Hanna-Tanzer-Gasse","24","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
315,"2024-04-25T16:55:05.088Z","Reiter-Mitteregger KG","Dornbirn","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Reiter-Mitteregger KG in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Erina-Klinger-Weg","24","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
316,"2024-04-25T16:55:05.124Z","Pieber, Hochleitner and Berner KG","Hohenems","3447c278-ac1d-4fec-a651-1fe81e152902","[""hotel""]",,"Besuchen Sie unser Hotel Pieber, Hochleitner and Berner KG in Rankweil. Wir bieten eine Vielzahl von Dienstleistungen an.","Wielandstr.","16","6850","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
317,"2024-04-25T16:55:05.150Z","Leonas Bistro GmbH","Dornbirn","43080757-f674-4a01-8311-56f348fe4733","[""restaurant""]",,"Erleben Sie einzigartige Geschmackserlebnisse in unserem Restaurant Leonas Bistro GmbH, gelegen in Bregenz. Unser Angebot reicht von klassischen Gerichten bis hin zu modernen Kreationen. Ein Besuch bei uns verspricht nicht nur kulinarische Genüsse, sondern auch eine angenehme Atmosphäre.","Dornweg","22","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com","91b06595-88dc-4598-b028-ae5b36ebdfcc","c7ac8261-222c-41bc-9fe0-9346e3265602","[""€€""]","[]"
318,"2024-04-25T16:55:05.172Z","Schwendinger Ltd KG","Wolfurt","66ffaf7f-5253-4a6e-8358-74f503c4b822","[""doctor""]",,"Besuchen Sie unser Doctor Schwendinger Ltd KG in Lauterach. Wir bieten eine Vielzahl von Dienstleistungen an.","Webergasse","34","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
319,"2024-04-25T16:55:05.188Z","Hörmann, Pühringer and Jahn KG","Feldkirch","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Hörmann, Pühringer and Jahn KG in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Leonie-Klocker-Gasse","21","6850","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
320,"2024-04-25T16:55:05.203Z","Veit Group OHG","Lustenau","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Veit Group OHG in Dornbirn. Wir bieten eine Vielzahl von Dienstleistungen an.","Armin-Prohaska-Gasse","30","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
321,"2024-04-25T16:55:05.220Z","Kocher-Klement KG","Lustenau","d83b4637-2ccc-49f2-b23a-3a234dfe0a17","[""bar""]",,"Besuchen Sie unser Bar Kocher-Klement KG in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Mittererstr.","14","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
322,"2024-04-25T16:55:05.235Z","König, Herbst and Haller GmbH","Feldkirch","d19d35f1-072b-46be-b784-9dd96ec73ede","[""nightclub""]",,"Besuchen Sie unser Nightclub König, Herbst and Haller GmbH in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Pucherstraße","36","6850","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
323,"2024-04-25T16:55:05.246Z","Herrmann, Kramer and Strauss OHG","Bludenz","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Herrmann, Kramer and Strauss OHG in Wolfurt. Wir bieten eine Vielzahl von Dienstleistungen an.","Finkplatz","27","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
324,"2024-04-25T16:55:05.257Z","Isas Taverne KG","Lustenau","36788a1f-4be2-4f68-a811-e78738782d68","[""restaurant""]",,"Erleben Sie einzigartige Geschmackserlebnisse in unserem Restaurant Isas Taverne KG, gelegen in Hard. Unser Angebot reicht von klassischen Gerichten bis hin zu modernen Kreationen. Ein Besuch bei uns verspricht nicht nur kulinarische Genüsse, sondern auch eine angenehme Atmosphäre.","Schwaigergasse","13","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
325,"2024-04-25T16:55:05.269Z","Kaufmann Group KG","Lustenau","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Kaufmann Group KG in Bludenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Stelzlplatz","30","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
326,"2024-04-25T16:55:05.285Z","Berchtold-Berner KG","Lauterach","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Berchtold-Berner KG in Bludenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Florian-Sonnleitner-Gasse","4","6850","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
327,"2024-04-25T16:55:05.301Z","Schweitzer-Schwaiger KG","Bludenz","66ffaf7f-5253-4a6e-8358-74f503c4b822","[""doctor""]",,"Besuchen Sie unser Doctor Schweitzer-Schwaiger KG in Lustenau. Wir bieten eine Vielzahl von Dienstleistungen an.","Bruggerstr.","21","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
328,"2024-04-25T16:55:05.313Z","Lettner PLC GmbH","Wolfurt","7d44b764-b629-4569-92a6-3a6fdd342fb0","[""accommodation""]",,"Besuchen Sie unser Accommodation Lettner PLC GmbH in Lustenau. Wir bieten eine Vielzahl von Dienstleistungen an.","Marina-Ostermann-Ring","15","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
329,"2024-04-25T16:55:05.325Z","Mandl LLC GmbH","Lustenau","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Mandl LLC GmbH in Rankweil. Wir bieten eine Vielzahl von Dienstleistungen an.","Hattingerring","34","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
330,"2024-04-25T16:55:05.341Z","Zeiler-Burger GmbH","Rankweil","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Zeiler-Burger GmbH in Lauterach. Wir bieten eine Vielzahl von Dienstleistungen an.","Antonio-Lehner-Straße","8","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
331,"2024-04-25T16:55:05.358Z","Pachler LLC KG","Rankweil","823ce116-13ad-45ed-882a-f517ea1f88b7","[""company""]",,"Besuchen Sie unser Company Pachler LLC KG in Lustenau. Wir bieten eine Vielzahl von Dienstleistungen an.","Uhlplatz","12","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
332,"2024-04-25T16:55:05.374Z","Reichmann Ltd GmbH","Bludenz","66ffaf7f-5253-4a6e-8358-74f503c4b822","[""doctor""]",,"Besuchen Sie unser Doctor Reichmann Ltd GmbH in Rankweil. Wir bieten eine Vielzahl von Dienstleistungen an.","Franzstraße","9","6800","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
333,"2024-04-25T16:55:05.385Z","Reisner Ltd GmbH","Lauterach","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Reisner Ltd GmbH in Hard. Wir bieten eine Vielzahl von Dienstleistungen an.","Krenngasse","36","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
334,"2024-04-25T16:55:05.395Z","Wachter Inc OHG","Wolfurt","a0c46d3e-3170-4ba0-b9f3-fa63e4a892be","[""bar""]",,"Besuchen Sie unser Bar Wachter Inc OHG in Rankweil. Wir bieten eine Vielzahl von Dienstleistungen an.","Reinthalerstraße","2","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
335,"2024-04-25T16:55:05.409Z","Seifert, Mairhofer and Strohmeier KG","Feldkirch","823ce116-13ad-45ed-882a-f517ea1f88b7","[""company""]",,"Besuchen Sie unser Company Seifert, Mairhofer and Strohmeier KG in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Mühlbergergasse","10","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
336,"2024-04-25T16:55:05.425Z","Macher-Schrempf OHG","Hohenems","3447c278-ac1d-4fec-a651-1fe81e152902","[""hotel""]",,"Besuchen Sie unser Hotel Macher-Schrempf OHG in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Rayana-Fasching-Platz","3","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
337,"2024-04-25T16:55:05.441Z","Gutmann Group KG","Rankweil","66ffaf7f-5253-4a6e-8358-74f503c4b822","[""doctor""]",,"Besuchen Sie unser Doctor Gutmann Group KG in Bludenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Thalhammerstr.","39","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
338,"2024-04-25T16:55:05.457Z","Schrenk-Kaltenegger KG","Wolfurt","7d44b764-b629-4569-92a6-3a6fdd342fb0","[""accommodation""]",,"Besuchen Sie unser Accommodation Schrenk-Kaltenegger KG in Bludenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Windischplatz","2","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
339,"2024-04-25T16:55:05.471Z","Steindl-Renner GmbH","Lustenau","d19d35f1-072b-46be-b784-9dd96ec73ede","[""nightclub""]",,"Besuchen Sie unser Nightclub Steindl-Renner GmbH in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Ottweg","26","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
340,"2024-04-25T16:55:05.485Z","Gollner-Steiger GmbH","Feldkirch","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Gollner-Steiger GmbH in Rankweil. Wir bieten eine Vielzahl von Dienstleistungen an.","Justus-Bichler-Platz","10","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
341,"2024-04-25T16:55:05.493Z","Prem-Zangerl OHG","Bregenz","7d44b764-b629-4569-92a6-3a6fdd342fb0","[""accommodation""]",,"Besuchen Sie unser Accommodation Prem-Zangerl OHG in Wolfurt. Wir bieten eine Vielzahl von Dienstleistungen an.","Bacherweg","36","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
342,"2024-04-25T16:55:05.504Z","Sieber Inc GmbH","Wolfurt","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Sieber Inc GmbH in Lustenau. Wir bieten eine Vielzahl von Dienstleistungen an.","Arda-Schön-Gasse","30","6800","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
343,"2024-04-25T16:55:05.517Z","Payer, Kiss and Burgstaller KG","Bludenz","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Payer, Kiss and Burgstaller KG in Feldkirch. Wir bieten eine Vielzahl von Dienstleistungen an.","Victoria-Schinagl-Ring","30","6820","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
344,"2024-04-25T16:55:05.526Z","Robins Taverne KG","Hard","91b06595-88dc-4598-b028-ae5b36ebdfcc","[""restaurant""]",,"Erleben Sie einzigartige Geschmackserlebnisse in unserem Restaurant Robins Taverne KG, gelegen in Rankweil. Unser Angebot reicht von klassischen Gerichten bis hin zu modernen Kreationen. Ein Besuch bei uns verspricht nicht nur kulinarische Genüsse, sondern auch eine angenehme Atmosphäre.","Kunzring","2","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
345,"2024-04-25T16:55:05.538Z","Mathildas Bistro KG","Hohenems","3fcf2a35-ed44-48ca-a2a5-06dd0133a4f0","[""restaurant""]",,"Erleben Sie einzigartige Geschmackserlebnisse in unserem Restaurant Mathildas Bistro KG, gelegen in Dornbirn. Unser Angebot reicht von klassischen Gerichten bis hin zu modernen Kreationen. Ein Besuch bei uns verspricht nicht nur kulinarische Genüsse, sondern auch eine angenehme Atmosphäre.","Elena-Haider-Ring","11","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
346,"2024-04-25T16:55:05.545Z","Grill-Haid GmbH","Bregenz","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Grill-Haid GmbH in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Yasmina-Decker-Gasse","17","6845","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
347,"2024-04-25T16:55:05.555Z","Jahn, Frey and Schöffmann KG","Wolfurt","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Jahn, Frey and Schöffmann KG in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Kreidlweg","8","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
348,"2024-04-25T16:55:05.568Z","Kriegl, Karrer and Trauner KG","Hohenems","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Kriegl, Karrer and Trauner KG in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Juliane-Schmied-Ring","21","6900","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
349,"2024-04-25T16:55:05.575Z","Strobl, Markl and Meister GmbH","Wolfurt","99408b7c-8c73-4d36-af54-84696832ebdd","[""organisation""]",,"Besuchen Sie unser Organisation Strobl, Markl and Meister GmbH in Lustenau. Wir bieten eine Vielzahl von Dienstleistungen an.","Fröhlichweg","8","6811","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
350,"2024-04-25T16:55:05.584Z","Kastner-Stelzl GmbH","Hohenems","e7947e92-c216-49da-9c32-c2c62eec85e4","[""association""]",,"Besuchen Sie unser Association Kastner-Stelzl GmbH in Bregenz. Wir bieten eine Vielzahl von Dienstleistungen an.","Therese-Schneider-Ring","14","6830","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","09:00 - 18:00","+43 124 5678901","www.example.com","https://www.instagram.com","https://www.facebook.com",,,,"[]"
